LISTED_STOCKS,COMPANY,SECTOR,SUBSECTOR,YEAR,DATE,FS_YEAR,ASSETS,LIABILITIES,EQUITY,SALES,EBT,PROFIT_FOR_THE_PERIOD,PROFIT_ATTR_TO_OWNERS_ENTITY,EPS,BOOK_VALUE,PER,PBV,DER,ROA,ROE,NPM,Category
INKP,Indah Kiat Pulp & Paper Tbk.,BASIC INDUSTRY AND CHEMICALS,PULP & PAPER,Year 2019,Dec-19,Dec,118561000000000.0,62702000000000.0,55859000000000,44947000000000.0,5549000000000.0,3826000000000.0,3826000000000.0,699.3,10210.0,7.94,0.54,1.12,3.23,6.85,8.51,Not Overvalued
INRU,Toba Pulp Lestari Tbk. [S],BASIC INDUSTRY AND CHEMICALS,PULP & PAPER,Year 2019,Dec-19,Dec,6706000000000.0,4606000000000.0,2100000000000,1451000000000.0,-335000000000.0,-271000000000.0,-271000000000.0,-195.4,1512.0,-4.76,0.62,2.19,-4.05,-12.9,-18.7,Not Overvalued
KBRI,Kertas Basuki Rachmat Indonesia Tbk.,BASIC INDUSTRY AND CHEMICALS,PULP & PAPER,Year 2019,Sep-19,Dec,1013000000000.0,877000000000.0,136000000000,380000000.0,-26000000000.0,-34000000000.0,-34000000000.0,-5.18,16.0,-9.66,3.2,6.45,-4.44,-33.1,-11749.3,Not Overvalued
KDSI,Kedawung Setia Industrial Tbk. [S],BASIC INDUSTRY AND CHEMICALS,PULP & PAPER,Year 2019,Dec-19,Dec,1254000000000.0,645000000000.0,608000000000,2235000000000.0,95000000000.0,64000000000.0,64000000000.0,158.2,1502.0,4.36,0.46,1.06,5.11,10.5,2.87,Not Overvalued
SPMA,Suparma Tbk. [S],BASIC INDUSTRY AND CHEMICALS,PULP & PAPER,Year 2019,Dec-19,Dec,2372000000000.0,995000000000.0,1378000000000,2514000000000.0,177000000000.0,131000000000.0,131000000000.0,62.0,651.0,4.33,0.41,0.72,5.52,9.51,5.21,Not Overvalued
SWAT,Sriwahana Adityakarta Tbk. [S],BASIC INDUSTRY AND CHEMICALS,PULP & PAPER,Year 2019,Dec-19,Dec,606000000000.0,251000000000.0,355000000000,266000000000.0,5310000000.0,3100000000.0,3100000000.0,1.03,117.0,91.0,0.8,0.71,0.51,0.88,1.17,Overvalued
TKIM,Pabrik Kertas Tjiwi Kimia Tbk.,BASIC INDUSTRY AND CHEMICALS,PULP & PAPER,Year 2019,Dec-19,Dec,42704000000000.0,23386000000000.0,19318000000000,14602000000000.0,2576000000000.0,2322000000000.0,2322000000000.0,745.9,6205.0,6.7,0.81,1.21,5.44,12.0,15.9,Not Overvalued
IFII,Indonesia Fibreboard Industry Tbk. [S],BASIC INDUSTRY AND CHEMICALS,WOOD INDUSTRIES,Year 2019,Dec-19,Dec,1102000000000.0,129000000000.0,972000000000,670000000000.0,77000000000.0,59000000000.0,59000000000.0,6.3,103.0,21.0,1.26,0.13,5.38,6.1,8.85,Not Overvalued
SINI,Singaraja Putra Tbk. [S],BASIC INDUSTRY AND CHEMICALS,WOOD INDUSTRIES,Year 2019,Dec-19,Dec,179000000000.0,153000000000.0,25000000000,223000000000.0,2990000000.0,570000000.0,320000000.0,0.71,56.0,1838.0,23.1,6.06,0.18,1.26,0.14,Overvalued
TIRT,Tirta Mahakam Resources Tbk.,BASIC INDUSTRY AND CHEMICALS,WOOD INDUSTRIES,Year 2019,Dec-19,Dec,896000000000.0,860000000000.0,36000000000,646000000000.0,-53000000000.0,-52000000000.0,-52000000000.0,-51.1,36.0,-1.02,1.46,23.9,-5.78,-143.9,-8.01,Not Overvalued
KINO,Kino Indonesia Tbk. [S] ,CONSUMER GOODS INDUSTRY,COSMETICS AND HOUSEHOLD,Year 2019,Dec-19,Dec,4696000000000.0,1993000000000.0,2703000000000,4679000000000.0,636000000000.0,516000000000.0,520000000000.0,364.3,1892.0,8.51,1.64,0.74,11.1,19.3,11.1,Not Overvalued
KPAS,Cottonindo Ariesta Tbk. [S] ,CONSUMER GOODS INDUSTRY,COSMETICS AND HOUSEHOLD,Year 2019,Sep-19,Dec,241000000000.0,107000000000.0,133000000000,54000000000.0,900000000.0,430000000.0,430000000.0,0.74,174.0,67.0,0.29,0.81,0.24,0.43,1.05,Overvalued
MBTO,Martina Berto Tbk. [S] ,CONSUMER GOODS INDUSTRY,COSMETICS AND HOUSEHOLD,Year 2019,Dec-19,Dec,591000000000.0,356000000000.0,235000000000,538000000000.0,-88000000000.0,-67000000000.0,-67000000000.0,-62.6,220.0,-1.04,0.3,1.51,-11.3,-28.5,-12.5,Not Overvalued
MRAT,Mustika Ratu Tbk. [S] ,CONSUMER GOODS INDUSTRY,COSMETICS AND HOUSEHOLD,Year 2019,Sep-19,Dec,511000000000.0,141000000000.0,369000000000,222000000000.0,4130000000.0,2310000000.0,2310000000.0,7.18,863.0,17.0,0.14,0.38,0.6,0.83,1.38,Not Overvalued
TCID,Mandom Indonesia Tbk. [S] ,CONSUMER GOODS INDUSTRY,COSMETICS AND HOUSEHOLD,Year 2019,Dec-19,Dec,2551000000000.0,532000000000.0,2019000000000,2804000000000.0,201000000000.0,145000000000.0,145000000000.0,721.9,10042.0,12.0,0.88,0.26,5.69,7.19,5.18,Not Overvalued
UNVR,Unilever Indonesia Tbk. [S] ,CONSUMER GOODS INDUSTRY,COSMETICS AND HOUSEHOLD,Year 2019,Dec-19,Dec,20649000000000.0,15368000000000.0,5282000000000,42923000000000.0,9902000000000.0,7393000000000.0,7393000000000.0,193.8,138.0,43.0,59.8,2.91,35.8,140.0,17.2,Not Overvalued
ADES,Akasha Wira International Tbk. [S],CONSUMER GOODS INDUSTRY,FOOD AND BEVERAGES,Year 2019,Sep-19,Dec,882000000000.0,353000000000.0,529000000000,616000000000.0,62000000000.0,47000000000.0,47000000000.0,106.1,897.0,7.45,0.88,0.67,7.09,11.8,10.2,Not Overvalued
ALTO,Tri Banyan Tirta Tbk.,CONSUMER GOODS INDUSTRY,FOOD AND BEVERAGES,Year 2019,Sep-19,Dec,1116000000000.0,739000000000.0,376000000000,240000000000.0,-9660000000.0,-11000000000.0,-11000000000.0,-6.42,172.0,-61.0,2.29,1.96,-1.26,-3.74,-5.87,Not Overvalued
BTEK,Bumi Teknokultura Unggul Tbk. [S],CONSUMER GOODS INDUSTRY,FOOD AND BEVERAGES,Year 2019,Sep-19,Dec,5309000000000.0,3097000000000.0,2212000000000,510000000000.0,570000000.0,570000000.0,570000000.0,0.02,48.0,3038.0,1.05,1.4,0.01,0.03,0.15,Overvalued
BUDI,Budi Starch & Sweetener Tbk. [S],CONSUMER GOODS INDUSTRY,FOOD AND BEVERAGES,Year 2019,Dec-19,Dec,3000000000000.0,1714000000000.0,1285000000000,3004000000000.0,84000000000.0,64000000000.0,61000000000.0,13.6,286.0,6.69,0.32,1.33,2.04,4.76,2.04,Not Overvalued
CAMP,Campina Ice Cream Industry Tbk. [S],CONSUMER GOODS INDUSTRY,FOOD AND BEVERAGES,Year 2019,Sep-19,Dec,1045000000000.0,133000000000.0,912000000000,768000000000.0,67000000000.0,52000000000.0,52000000000.0,11.7,155.0,17.0,1.25,0.15,6.58,7.54,8.95,Not Overvalued
CEKA,Wilmar Cahaya Indonesia Tbk. [S],CONSUMER GOODS INDUSTRY,FOOD AND BEVERAGES,Year 2019,Dec-19,Dec,1393000000000.0,262000000000.0,1131000000000,3121000000000.0,285000000000.0,215000000000.0,215000000000.0,362.1,1901.0,4.17,0.79,0.23,15.5,19.0,6.9,Not Overvalued
CLEO,Sariguna Primatirta Tbk. [S],CONSUMER GOODS INDUSTRY,FOOD AND BEVERAGES,Year 2019,Dec-19,Dec,1245000000000.0,479000000000.0,766000000000,1089000000000.0,173000000000.0,131000000000.0,131000000000.0,10.9,64.0,41.0,6.92,0.62,10.5,17.1,12.0,Not Overvalued
COCO,Wahana Interfood Nusantara Tbk. [S],CONSUMER GOODS INDUSTRY,FOOD AND BEVERAGES,Year 2019,Sep-19,Dec,225000000000.0,128000000000.0,97000000000,151000000000.0,7100000000.0,5250000000.0,5250000000.0,12.5,173.0,74.0,5.33,1.32,3.11,7.24,4.65,Overvalued
DLTA,Delta Djakarta Tbk.,CONSUMER GOODS INDUSTRY,FOOD AND BEVERAGES,Year 2019,Dec-19,Dec,1426000000000.0,212000000000.0,1214000000000,827000000000.0,412000000000.0,318000000000.0,318000000000.0,397.0,1516.0,13.0,3.3,0.18,22.3,26.2,38.4,Not Overvalued
DMND,Diamond Food Indonesia Tbk. [S],CONSUMER GOODS INDUSTRY,FOOD AND BEVERAGES,Year 2019,Dec-19,Dec,5571000000000.0,2287000000000.0,3284000000000,6914000000000.0,492000000000.0,367000000000.0,364000000000.0,38.5,347.0,24.0,2.7,0.7,6.54,11.1,5.27,Not Overvalued
FOOD,Sentra Food Indonesia Tbk. [S],CONSUMER GOODS INDUSTRY,FOOD AND BEVERAGES,Year 2019,Dec-19,Dec,119000000000.0,45000000000.0,74000000000,126000000000.0,3070000000.0,1830000000.0,1370000000.0,2.11,114.0,41.0,0.75,0.6,1.16,1.85,1.09,Not Overvalued
GOOD,Garudafood Putra Putri Jaya Tbk. [S],CONSUMER GOODS INDUSTRY,FOOD AND BEVERAGES,Year 2019,Sep-19,Dec,4943000000000.0,2286000000000.0,2657000000000,6344000000000.0,424000000000.0,313000000000.0,298000000000.0,53.8,360.0,23.0,3.47,0.86,8.03,14.9,6.26,Not Overvalued
HOKI,Buyung Poetra Sembada Tbk. [S],CONSUMER GOODS INDUSTRY,FOOD AND BEVERAGES,Year 2019,Dec-19,Dec,849000000000.0,207000000000.0,642000000000,1653000000000.0,142000000000.0,104000000000.0,104000000000.0,43.5,269.0,16.0,2.6,0.32,12.2,16.2,6.27,Not Overvalued
ICBP,Indofood CBP Sukses Makmur Tbk. [S],CONSUMER GOODS INDUSTRY,FOOD AND BEVERAGES,Year 2019,Dec-19,Dec,38709000000000.0,12038000000000.0,26671000000000,42297000000000.0,7437000000000.0,5360000000000.0,5039000000000.0,432.1,2287.0,23.0,4.32,0.45,13.0,18.9,11.9,Not Overvalued
IIKP,Inti Agri Resources Tbk. [S],CONSUMER GOODS INDUSTRY,FOOD AND BEVERAGES,Year 2019,Sep-19,Dec,387000000000.0,24000000000.0,363000000000,14000000000.0,86000000000.0,88000000000.0,88000000000.0,3.5,11.0,14.0,4.63,0.07,30.4,32.5,822.2,Not Overvalued
IKAN,Era Mandiri Cemerlang Tbk.,CONSUMER GOODS INDUSTRY,FOOD AND BEVERAGES,Year 2019,Jul-19,Dec,87000000000.0,55000000000.0,31000000000,58000000000.0,3330000000.0,2410000000.0,2410000000.0,4.95,38.0,57.0,7.51,1.77,4.77,13.2,7.14,Not Overvalued
INDF,Indofood Sukses Makmur Tbk. [S],CONSUMER GOODS INDUSTRY,FOOD AND BEVERAGES,Year 2019,Dec-19,Dec,96199000000000.0,41996000000000.0,54202000000000,76593000000000.0,8749000000000.0,5903000000000.0,4908000000000.0,559.0,6173.0,12.0,1.06,0.77,5.1,9.06,6.41,Not Overvalued
KEJU,Mulia Boga Raya Tbk. [S],CONSUMER GOODS INDUSTRY,FOOD AND BEVERAGES,Year 2019,Jun-19,Dec,512000000000.0,139000000000.0,372000000000,457000000000.0,51000000000.0,36000000000.0,36000000000.0,47.9,248.0,15.0,2.94,0.37,14.0,19.3,15.7,Not Overvalued
MLBI,Multi Bintang Indonesia Tbk.,CONSUMER GOODS INDUSTRY,FOOD AND BEVERAGES,Year 2019,Dec-19,Dec,2897000000000.0,1751000000000.0,1146000000000,3711000000000.0,1627000000000.0,1206000000000.0,1206000000000.0,572.3,544.0,19.0,20.1,1.53,41.6,105.2,32.5,Not Overvalued
MYOR,Mayora Indah Tbk. [S],CONSUMER GOODS INDUSTRY,FOOD AND BEVERAGES,Year 2019,Dec-19,Dec,19038000000000.0,9138000000000.0,9900000000000,25027000000000.0,2704000000000.0,2039000000000.0,1988000000000.0,88.9,443.0,24.0,4.86,0.92,10.4,20.1,7.94,Not Overvalued
PANI,Pratama Abadi Nusa Industri Tbk. [S],CONSUMER GOODS INDUSTRY,FOOD AND BEVERAGES,Year 2019,Dec-19,Dec,120000000000.0,80000000000.0,40000000000,231000000000.0,-509000000.0,-1240000000.0,-1220000000.0,-2.99,97.0,-23.0,0.71,2.0,-1.02,-3.06,-0.531,Not Overvalued
PCAR,Prima Cakrawala Abadi Tbk. [S],CONSUMER GOODS INDUSTRY,FOOD AND BEVERAGES,Year 2019,Sep-19,Dec,108000000000.0,27000000000.0,81000000000,46000000000.0,-4880000000.0,-4880000000.0,-4880000000.0,-5.58,69.0,-39.0,3.11,0.34,-6.02,-8.04,-14.0,Not Overvalued
PSDN,Prasidha Aneka Niaga Tbk.,CONSUMER GOODS INDUSTRY,FOOD AND BEVERAGES,Year 2019,Sep-19,Dec,825000000000.0,591000000000.0,234000000000,989000000000.0,12000000000.0,-9030000000.0,-29000000000.0,-26.5,162.0,-4.34,0.71,2.53,-4.63,-16.3,-3.86,Not Overvalued
ROTI,Nippon Indosari Corpindo Tbk. [S],CONSUMER GOODS INDUSTRY,FOOD AND BEVERAGES,Year 2019,Dec-19,Dec,4682000000000.0,1589000000000.0,3093000000000,3337000000000.0,347000000000.0,237000000000.0,301000000000.0,48.7,500.0,25.0,2.41,0.51,6.43,9.73,9.02,Not Overvalued
SKBM,Sekar Bumi Tbk. [S],CONSUMER GOODS INDUSTRY,FOOD AND BEVERAGES,Year 2019,Sep-19,Dec,1769000000000.0,736000000000.0,1034000000000,1396000000000.0,-1060000000.0,140000000.0,950000000.0,0.74,599.0,378.0,0.46,0.71,0.07,0.12,0.09,Overvalued
SKLT,Sekar Laut Tbk. [S],CONSUMER GOODS INDUSTRY,FOOD AND BEVERAGES,Year 2019,Dec-19,Dec,791000000000.0,410000000000.0,380000000000,1281000000000.0,57000000000.0,45000000000.0,45000000000.0,65.1,551.0,25.0,2.92,1.08,5.69,11.8,3.51,Not Overvalued
STTP,Siantar Top Tbk. [S],CONSUMER GOODS INDUSTRY,FOOD AND BEVERAGES,Year 2019,Sep-19,Dec,2764000000000.0,737000000000.0,2027000000000,2591000000000.0,470000000000.0,377000000000.0,377000000000.0,383.9,1547.0,32.0,7.84,0.36,18.2,24.8,19.4,Not Overvalued
TBLA,Tunas Baru Lampung Tbk.,CONSUMER GOODS INDUSTRY,FOOD AND BEVERAGES,Year 2019,Dec-19,Dec,17363000000000.0,12000000000000.0,5363000000000,8533000000000.0,905000000000.0,661000000000.0,663000000000.0,124.1,1004.0,4.27,0.53,2.24,3.82,12.4,7.77,Not Overvalued
ULTJ,Ultra Jaya Milk Industry & Trading Company Tbk. [S],CONSUMER GOODS INDUSTRY,FOOD AND BEVERAGES,Year 2019,Sep-19,Dec,6391000000000.0,945000000000.0,5446000000000,4585000000000.0,1071000000000.0,821000000000.0,814000000000.0,94.0,471.0,15.0,2.93,0.17,17.0,19.9,23.7,Not Overvalued
CBMF,Cahaya Bintang Medan Tbk. [S] ,CONSUMER GOODS INDUSTRY,HOUSEWARE,Year 2019,Sep-19,Dec,261000000000.0,81000000000.0,181000000000,112000000000.0,27000000000.0,18000000000.0,18000000000.0,13.0,96.0,9.86,1.33,0.45,9.32,13.5,21.8,Not Overvalued
CINT,Chitose Internasional Tbk. [S] ,CONSUMER GOODS INDUSTRY,HOUSEWARE,Year 2019,Dec-19,Dec,521000000000.0,132000000000.0,390000000000,412000000000.0,14000000000.0,7220000000.0,7080000000.0,7.08,390.0,38.0,0.69,0.34,1.36,1.82,1.72,Not Overvalued
KICI,Kedaung Indah Can Tbk. [S] ,CONSUMER GOODS INDUSTRY,HOUSEWARE,Year 2019,Dec-19,Dec,153000000000.0,65000000000.0,87000000000,91000000000.0,-4190000000.0000005,-3170000000.0,-3170000000.0,-11.5,317.0,-18.0,0.65,0.75,-2.08,-3.63,-3.48,Not Overvalued
LMPI,Langgeng Makmur Industri Tbk. [S] ,CONSUMER GOODS INDUSTRY,HOUSEWARE,Year 2019,Dec-19,Dec,738000000000.0,448000000000.0,289000000000,518000000000.0,-56000000000.0,-42000000000.0,-42000000000.0,-41.3,287.0,-2.01,0.29,1.55,-5.65,-14.4,-8.05,Not Overvalued
WOOD,Integra Indocabinet Tbk. [S] ,CONSUMER GOODS INDUSTRY,HOUSEWARE,Year 2019,Sep-19,Dec,5155000000000.0,2522000000000.0,2632000000000,1409000000000.0,240000000000.0,182000000000.0,182000000000.0,38.5,417.0,7.33,0.68,0.96,4.71,9.22,17.2,Not Overvalued
HRTA,Hartadinata Abadi Tbk. [S] ,CONSUMER GOODS INDUSTRY,OTHERS,Year 2019,Sep-19,Dec,1836000000000.0,657000000000.0,1178000000000,2401000000000.0,156000000000.0,117000000000.0,117000000000.0,33.9,256.0,7.02,0.93,0.56,8.51,13.3,6.5,Not Overvalued
DVLA,Darya-Varia Laboratoria Tbk. [S] ,CONSUMER GOODS INDUSTRY,PHARMACEUTICALS,Year 2019,Dec-19,Dec,1830000000000.0,524000000000.0,1306000000000,1813000000000.0,301000000000.0,222000000000.0,222000000000.0,198.0,1166.0,11.0,1.86,0.4,12.1,17.0,12.2,Not Overvalued
INAF,Indofarma (Persero) Tbk. [S] ,CONSUMER GOODS INDUSTRY,PHARMACEUTICALS,Year 2019,Sep-19,Dec,1326000000000.0,864000000000.0,462000000000,584000000000.0,-43000000000.0,-35000000000.0,-35000000000.0,-11.2,149.0,-99.0,7.45,1.87,-2.63,-7.54,-5.97,Not Overvalued
KAEF,Kimia Farma Tbk. [S] ,CONSUMER GOODS INDUSTRY,PHARMACEUTICALS,Year 2019,Dec-19,Dec,18353000000000.0,10940000000000.0,7413000000000,9401000000000.0,38000000000.0,16000000000.0,-13000000000.0,-2.29,1335.0,-581.0,1.0,1.48,-0.069,-0.172,-0.135,Not Overvalued
KLBF,Kalbe Farma Tbk. [S] ,CONSUMER GOODS INDUSTRY,PHARMACEUTICALS,Year 2019,Dec-19,Dec,20265000000000.0,3559000000000.0,16706000000000,22633000000000.0,3403000000000.0,2538000000000.0,2507000000000.0,53.5,356.0,27.0,4.04,0.21,12.4,15.0,11.1,Not Overvalued
MERK,Merck Tbk. [S] ,CONSUMER GOODS INDUSTRY,PHARMACEUTICALS,Year 2019,Dec-19,Dec,901000000000.0,307000000000.0,594000000000,745000000000.0,126000000000.0,78000000000.0,78000000000.0,174.7,1326.0,12.0,1.57,0.52,8.68,13.2,10.5,Not Overvalued
PEHA,Phapros Tbk. [S] ,CONSUMER GOODS INDUSTRY,PHARMACEUTICALS,Year 2019,Dec-19,Dec,2097000000000.0,1275000000000.0,822000000000,1105000000000.0,130000000000.0,102000000000.0,102000000000.0,121.5,978.0,8.07,1.0,1.55,4.87,12.4,9.23,Not Overvalued
PYFA,Pyridam Farma Tbk. [S] ,CONSUMER GOODS INDUSTRY,PHARMACEUTICALS,Year 2019,Dec-19,Dec,191000000000.0,66000000000.0,125000000000,247000000000.0,13000000000.0,9340000000.0,9340000000.0,17.5,233.0,12.0,0.91,0.53,4.9,7.49,3.78,Not Overvalued
SCPI,Merck Sharp Dohme Pharma Tbk. [S] ,CONSUMER GOODS INDUSTRY,PHARMACEUTICALS,Year 2019,Dec-19,Dec,1418000000000.0,801000000000.0,617000000000,1841000000000.0,182000000000.0,113000000000.0,113000000000.0,31292.4,171389.0,0.93,0.17,1.3,7.95,18.3,6.12,Not Overvalued
SIDO,Industri Jamu dan Farmasi Sido Muncul Tbk. [S] ,CONSUMER GOODS INDUSTRY,PHARMACEUTICALS,Year 2019,Dec-19,Dec,3537000000000.0,472000000000.0,3065000000000,3067000000000.0,1074000000000.0,808000000000.0,808000000000.0,53.8,204.0,23.0,6.17,0.15,22.8,26.4,26.3,Not Overvalued
TSPC,Tempo Scan Pacific Tbk. [S] ,CONSUMER GOODS INDUSTRY,PHARMACEUTICALS,Year 2019,Dec-19,Dec,8373000000000.0,2582000000000.0,5791000000000,10994000000000.0,796000000000.0,595000000000.0,554000000000.0,123.2,1287.0,9.99,0.96,0.45,6.62,9.57,5.04,Not Overvalued
GGRM,Gudang Garam Tbk. ,CONSUMER GOODS INDUSTRY,TOBACCO MANUFACTURERS,Year 2019,Dec-19,Dec,78647000000000.0,27717000000000.0,50931000000000,110524000000000.0,14488000000000.0,10881000000000.0,10881000000000.0,5655.0,26470.0,8.01,1.71,0.54,13.8,21.4,9.84,Not Overvalued
HMSP,H.M. Sampoerna Tbk. ,CONSUMER GOODS INDUSTRY,TOBACCO MANUFACTURERS,Year 2019,Dec-19,Dec,50903000000000.0,15223000000000.0,35680000000000,106055000000000.0,18259000000000.0,13722000000000.0,13722000000000.0,118.0,307.0,14.0,5.2,0.43,27.0,38.5,12.9,Not Overvalued
ITIC,Indonesian Tobacco Tbk. ,CONSUMER GOODS INDUSTRY,TOBACCO MANUFACTURERS,Year 2019,Dec-19,Dec,448000000000.0,182000000000.0,266000000000,167000000000.0,-3310000000.0,-7000000000.0,-7000000000.0,-7.44,283.0,-370.0,9.72,0.68,-1.56,-2.63,-4.2,Not Overvalued
RMBA,Bentoel Internasional Investama Tbk. ,CONSUMER GOODS INDUSTRY,TOBACCO MANUFACTURERS,Year 2019,Sep-19,Dec,15749000000000.0,7370000000000.0,8380000000000,14914000000000.0,37000000000.0,11000000000.0,11000000000.0,0.41,230.0,621.0,1.11,0.88,0.1,0.18,0.1,Overvalued
WIIM,Wismilak Inti Makmur Tbk. ,CONSUMER GOODS INDUSTRY,TOBACCO MANUFACTURERS,Year 2019,Sep-19,Dec,1298000000000.0,293000000000.0,1004000000000,1007000000000.0,26000000000.0,15000000000.0,15000000000.0,9.78,478.0,14.0,0.29,0.29,1.58,2.04,2.04,Not Overvalued
AGRO,Bank Rakyat Indonesia Agroniaga Tbk.,FINANCE,BANK,Year 2019,Dec-19,Dec,27068000000000.0,22586000000000.0,4482000000000,2129000000000.0,74000000000.0,51000000000.0,51000000000.0,2.39,210.0,41.0,0.47,5.04,0.19,1.14,2.4,Overvalued
AGRS,Bank IBK Indonesia Tbk.,FINANCE,BANK,Year 2019,Sep-19,Dec,7460000000000.0,6067000000000.0,1393000000000,419000000000.0,-67000000000.0,-66000000000.0,-66000000000.0,-7.82,124.0,-13.0,0.83,4.36,-1.18,-6.33,-21.0,Not Overvalued
AMAR,Bank Amar Indonesia Tbk.,FINANCE,BANK,Year 2019,Jun-19,Dec,2728000000000.0,1685000000000.0,1043000000000,243000000000.0,35000000000.0,26000000000.0,26000000000.0,6.56,131.0,26.0,1.3,1.62,1.91,5.01,21.5,Not Overvalued
ARTO,Bank Artos Indonesia Tbk.,FINANCE,BANK,Year 2019,Dec-19,Dec,1321000000000.0,640000000000.0,681000000000,58000000000.0,-119000000000.0,-122000000000.0,-122000000000.0,-11.2,63.0,-77.0,13.9,0.94,-9.23,-17.9,-210.2,Not Overvalued
BABP,Bank MNC Internasional Tbk.,FINANCE,BANK,Year 2019,Dec-19,Dec,10608000000000.0,9048000000000.0,1559000000000,1137000000000.0,30000000000.0,20000000000.0,20000000000.0,0.81,62.0,62.0,0.81,5.8,0.19,1.31,1.8,Overvalued
BACA,Bank Capital Indonesia Tbk.,FINANCE,BANK,Year 2019,Sep-19,Dec,19192000000000.0,16913000000000.0,2280000000000,1273000000000.0,107000000000.0,80000000000.0,80000000000.0,15.1,322.0,28.0,1.3,7.42,0.56,4.68,8.38,Not Overvalued
BBCA,Bank Central Asia Tbk.,FINANCE,BANK,Year 2019,Dec-19,Dec,918989000000000.0,740067000000000.0,174143000000000,67296000000000.0,36289000000000.0,28570000000000.0,28565000000000.0,1158.6,7063.0,22.0,3.66,4.25,3.11,16.4,42.4,Not Overvalued
BBHI,Bank Harda Internasional Tbk.,FINANCE,BANK,Year 2019,Dec-19,Dec,2527000000000.0,2227000000000.0,300000000000,290000000000.0,-46000000000.0,-37000000000.0,-37000000000.0,-8.73,72.0,-6.64,0.81,7.43,-1.45,-12.2,-12.6,Not Overvalued
BBKP,Bank Bukopin Tbk.,FINANCE,BANK,Year 2019,Dec-19,Dec,100264000000000.0,91359000000000.0,8905000000000,8549000000000.0,134000000000.0,217000000000.0,216000000000.0,18.6,764.0,6.41,0.16,10.3,0.22,2.43,2.53,Not Overvalued
BBMD,Bank Mestika Dharma Tbk.,FINANCE,BANK,Year 2019,Dec-19,Dec,12900000000000.0,9420000000000.0,3480000000000,1070000000000.0,331000000000.0,248000000000.0,248000000000.0,60.5,851.0,18.0,1.26,2.71,1.92,7.11,23.1,Not Overvalued
BBNI,Bank Negara Indonesia (Persero) Tbk.,FINANCE,BANK,Year 2019,Dec-19,Dec,845605000000000.0,688489000000000.0,125004000000000,78403000000000.0,19369000000000.0,15509000000000.0,15384000000000.0,825.0,6703.0,4.97,0.61,5.51,1.82,12.3,19.6,Not Overvalued
BBRI,Bank Rakyat Indonesia (Persero) Tbk.,FINANCE,BANK,Year 2019,Dec-19,Dec,1416759000000000.0,1183156000000000.0,208784000000000,155569000000000.0,43364000000000.0,34414000000000.0,34373000000000.0,278.7,1693.0,9.8,1.61,5.67,2.43,16.5,22.1,Not Overvalued
BBTN,Bank Tabungan Negara (Persero) Tbk.,FINANCE,BANK,Year 2019,Dec-19,Dec,311777000000000.0,269452000000000.0,23836000000000,27830000000000.0,411000000000.0,209000000000.0,209000000000.0,19.8,2251.0,45.0,0.39,11.3,0.07,0.88,0.75,Overvalued
BBYB,Bank Yudha Bhakti Tbk.,FINANCE,BANK,Year 2019,Dec-19,Dec,5124000000000.0,4178000000000.0,946000000000,715000000000.0,18000000000.0,16000000000.0,16000000000.0,2.6,153.0,97.0,1.64,4.42,0.31,1.69,2.24,Overvalued
BCIC,Bank JTrust Indonesia Tbk.,FINANCE,BANK,Year 2019,Dec-19,Dec,17312000000000.0,15638000000000.0,1674000000000,1659000000000.0,49000000000.0,49000000000.0,49000000000.0,4.94,167.0,91.0,2.69,9.34,0.29,2.96,2.98,Overvalued
BDMN,Bank Danamon Indonesia Tbk.,FINANCE,BANK,Year 2019,Dec-19,Dec,193534000000000.0,148117000000000.0,45417000000000,18366000000000.0,5488000000000.0,4241000000000.0,3701000000000.0,378.7,4647.0,6.58,0.54,3.26,1.91,8.15,20.2,Not Overvalued
BEKS,BPD Banten Tbk.,FINANCE,BANK,Year 2019,Dec-19,Dec,8097000000000.0,7548000000000.0,550000000000,554000000000.0,-181000000000.0,-138000000000.0,-138000000000.0,-2.15,8.57,-23.0,5.83,13.7,-1.7,-25.0,-24.8,Not Overvalued
BGTG,Bank Ganesha Tbk.,FINANCE,BANK,Year 2019,Sep-19,Dec,4512000000000.0,3356000000000.0,1155000000000,341000000000.0,35000000000.0,28000000000.0,28000000000.0,3.34,103.0,15.0,0.48,2.91,0.83,3.23,10.9,Not Overvalued
BINA,Bank Ina Perdana Tbk.,FINANCE,BANK,Year 2019,Sep-19,Dec,4523000000000.0,3308000000000.0,1215000000000,265000000000.0,6130000000.0,4170000000.0,4170000000.0,0.98,215.0,1109.0,5.07,2.72,0.12,0.46,2.1,Overvalued
BJBR,BPD Jawa Barat dan Banten Tbk.,FINANCE,BANK,Year 2019,Dec-19,Dec,123536000000000.0,105921000000000.0,12043000000000,13106000000000.0,1978000000000.0,1564000000000.0,1559000000000.0,158.4,1224.0,5.08,0.66,8.8,1.26,12.9,11.9,Not Overvalued
BJTM,BPD Jawa Timur Tbk.,FINANCE,BANK,Year 2019,Dec-19,Dec,76715000000000.0,67530000000000.0,9186000000000,6313000000000.0,1864000000000.0,1377000000000.0,1377000000000.0,91.7,612.0,6.11,0.92,7.35,1.79,15.0,21.8,Not Overvalued
